user,iso_score,lof_score,ensemble_rank_mean,ensemble_rank_sum,ensemble_mean_z,ensemble_mean_z_norm,label,fold
RRC0553,-0.11117247632528682,0.22999521062494832,0.8972222222222223,0.8972222222222223,2.3800574928201663,0.8265190659681501,0,1
RMS0266,-0.18857387238710172,-0.1951867264928291,0.4444444444444445,0.4444444444444445,-0.3807853149168284,0.14553258764544583,0,1
CLD0894,-0.1250568829479245,-0.14524598354728657,0.7916666666666666,0.7916666666666666,0.3677247087228114,0.3301592543861769,0,1
NBC0412,-0.18170192659300177,-0.2549276603671953,0.23888888888888887,0.23888888888888887,-0.6303678679392182,0.0839708271000052,0,1
FUM0015,-0.1752820514522932,-0.234548468683222,0.39722222222222225,0.39722222222222225,-0.4769158407399656,0.12182113690433422,0,1
VMJ0546,-0.18178974792468788,-0.20428113792983082,0.4666666666666667,0.4666666666666667,-0.37405374683494075,0.1471929888927851,0,1
SBH0537,-0.11361827028152227,0.027981908923897514,0.875,0.875,1.335905284899407,0.5689696202292709,0,1
ARL0034,-0.20954232179219573,-0.259908911546308,0.07222222222222222,0.07222222222222222,-0.8726506820225415,0.024209612206370322,0,1
LHB0606,-0.20170411256035736,-0.2682820739418812,0.05277777777777778,0.05277777777777778,-0.8540430145187279,0.028799359195119913,0,1
SHW0578,-0.14714579956236612,-0.20576440083048553,0.6222222222222222,0.6222222222222222,-0.11154288033290492,0.21194363315246098,0,1
GCG0951,-0.13988431675142088,0.03688806789830812,0.8333333333333333,0.8333333333333333,1.1763636795959815,0.5296172617258958,0,1
CJG0470,-0.18787466156686616,-0.23829950841274683,0.29444444444444445,0.29444444444444445,-0.5941049614440659,0.09291539609852811,0,1
JER0404,-0.17396253594558192,-0.25019821404534515,0.31666666666666665,0.31666666666666665,-0.5460431109423696,0.10477027976778348,0,1
FBA0348,-0.18572692930581808,-0.2416324473390472,0.29166666666666663,0.29166666666666663,-0.5942766687244537,0.09287304296786598,0,1
ROB0272,-0.19126845249246383,-0.2676487788011863,0.11666666666666667,0.11666666666666667,-0.769487122548288,0.049655823363604454,0,1
TIW0299,-0.17253003150746937,-0.19779678881379503,0.5416666666666667,0.5416666666666667,-0.26897357404007416,0.17311194980304864,0,1
BSA0431,-0.17429645131273264,-0.21060690134711746,0.48888888888888893,0.48888888888888893,-0.3477453144460265,0.15368219815617043,0,1
JMB0308,-0.09008229276602908,-0.2696659201044277,0.43611111111111106,0.43611111111111106,0.008987945921879792,0.24167363540776893,1,1
KNB0022,-0.184191875914273,-0.22281497474955403,0.3833333333333333,0.3833333333333333,-0.48682484466239256,0.11937699279518425,0,1
KVS0425,-0.18857203949727902,-0.2511637832644473,0.2138888888888889,0.2138888888888889,-0.6648187329463049,0.07547321428025287,0,1
MHG0244,-0.15792608831356364,-0.16737331562101332,0.6611111111111111,0.6611111111111111,-0.0007613008591453307,0.23926889682102148,0,1
SDO0170,-0.17053105940410784,-0.23421242322306757,0.44166666666666665,0.44166666666666665,-0.43817830191187646,0.13137609601736402,0,1
MCJ0324,-0.1823760351482408,-0.2187880608202566,0.41388888888888886,0.41388888888888886,-0.45223699161613107,0.12790839493539646,0,1
AHC0142,-0.11612956611023068,0.01861158654851902,0.8694444444444445,0.8694444444444445,1.2687822276488732,0.5524131200753335,0,1
NAH0503,-0.10748856570011167,-0.028429332573551402,0.8777777777777778,0.8777777777777778,1.0974332767507198,0.5101483745746402,0,1
ELH0960,-0.18341655157340853,-0.2521481392683015,0.2361111111111111,0.2361111111111111,-0.6296284816606142,0.08415320331373803,0,1
NAB0903,-0.17055475155128086,-0.19730705907071888,0.5638888888888889,0.5638888888888889,-0.2510918920620697,0.17752262599314625,0,1
JCR0289,-0.18622792856879777,-0.2238548191297416,0.35833333333333334,0.35833333333333334,-0.5079717079799606,0.11416093053410746,0,1
ORM0669,-0.1730351493698845,-0.23797077404643452,0.3972222222222222,0.3972222222222222,-0.4767680313252096,0.12185759541350233,0,1
ZCF0590,-0.19103609414653916,-0.24633021671163235,0.2277777777777778,0.2277777777777778,-0.6594979242660698,0.07678563915095829,0,1
AAN0823,-0.18570440804530114,-0.2637125641574023,0.18333333333333332,0.18333333333333332,-0.7061435719139627,0.0652800745343123,0,1
MCS0035,-0.18158824904038678,-0.243673488853265,0.3194444444444444,0.3194444444444444,-0.5723740800048589,0.09827551163305351,0,1
RUM0880,-0.1789195570288205,-0.25822984264247884,0.25555555555555554,0.25555555555555554,-0.6254367288335326,0.08518713649809537,0,1
AKC0924,-0.2000051002451157,-0.27483786821779055,0.05,0.05,-0.8740662633984257,0.023860446446827204,0,1
MJS0890,-0.1255745812276703,-0.16443633197680319,0.7694444444444444,0.7694444444444444,0.2663107063442397,0.30514458707558045,0,1
KBB0189,-0.17088138056277885,-0.18757875929422685,0.5888888888888889,0.5888888888888889,-0.20427296159490893,0.18907093236115757,0,1
NAB0801,-0.1566334503325409,-0.19080240669391246,0.6277777777777778,0.6277777777777778,-0.10957326809539226,0.21242945556057719,0,1
AAF0535,-0.08706325782229074,-0.21403636810498106,0.7055555555555555,0.7055555555555555,0.31480460934496673,0.3171060403434167,1,1
KBG0549,-0.14255353103320334,-0.23296381354339402,0.5472222222222223,0.5472222222222223,-0.21376734717514495,0.18672905756046132,0,1
KBS0874,-0.1940729631847793,-0.21996262251017518,0.33055555555555555,0.33055555555555555,-0.5493706078196512,0.10394952301417926,0,1
LAF0991,-0.203572133711792,-0.2664874210940049,0.061111111111111116,0.061111111111111116,-0.8594968732855125,0.02745411633505779,0,1
CXC0336,-0.1902302485828864,-0.25154499413489195,0.19444444444444442,0.19444444444444442,-0.6796782944857649,0.07180797102416514,0,1
CQH0701,-0.13065820178400533,-0.09180114902952452,0.8166666666666667,0.8166666666666667,0.5952626840082444,0.3862835234101403,0,1
HVB0037,-0.0928590607025166,0.20209977754353448,0.8999999999999999,0.8999999999999999,2.3812527169551174,0.8268138786507793,0,1
LAP0338,-0.03897002899240132,-0.22719232623915975,0.6833333333333333,0.6833333333333333,0.6229164680531655,0.3931045756468967,0,1
ANM0123,-0.15620470813661902,-0.24061110111250983,0.45,0.45,-0.35897858966354623,0.15091141073250006,0,1
KPP0452,-0.1415935662286874,-0.07219946565713964,0.8,0.8,0.6094913246051052,0.3897931443940738,0,1
CGF0337,-0.19535781350618348,-0.25676587135527584,0.1361111111111111,0.1361111111111111,-0.7461384793379229,0.05541497425364475,0,1
DVM0265,-0.13807315736830478,-0.1976647608778197,0.6833333333333333,0.6833333333333333,0.0002756804982800565,0.23952467751259165,0,1
WDD0366,0.07198296661510073,-0.1580637917206129,0.8972222222222221,0.8972222222222221,1.8385393400138708,0.6929487885173865,1,1
EBC0390,-0.20096744921351228,-0.2629082301210989,0.09444444444444444,0.09444444444444444,-0.8210321661043489,0.036941779091375755,0,1
TRK0914,-0.1893357184531792,-0.24681016553118362,0.2361111111111111,0.2361111111111111,-0.6486795225252642,0.07945409433497151,0,1
KAL0395,-0.1731965156252162,-0.27211755760709,0.225,0.225,-0.6512988773940821,0.07880800711747583,0,1
NGC0058,-0.057913339123177754,0.28678796153936337,0.9472222222222222,0.9472222222222222,3.0833806926879945,0.9999999999997533,0,1
SHR0334,-0.19548837419876075,-0.26673539969624405,0.09444444444444444,0.09444444444444444,-0.797745124277587,0.04268573545126671,0,1
HDS0367,0.06988824759997003,-0.23600533634907217,0.6833333333333333,0.6833333333333333,1.4267083266197709,0.5913669995472283,0,1
EIM0156,-0.16109948581990025,-0.1797522185193663,0.6305555555555555,0.6305555555555555,-0.08831182828658263,0.21767377913412367,0,1
ZMC0284,-0.20049695772714027,-0.23692214355248753,0.22777777777777777,0.22777777777777777,-0.6855021064166459,0.07037147591980417,0,1
SMB0804,-0.15504781027705983,-0.16808791595249128,0.675,0.675,0.01804773207060323,0.24390831238629385,0,1
CBG0398,-0.17225335179299556,-0.22023791409700433,0.48333333333333334,0.48333333333333334,-0.3806912875650337,0.145555780329573,0,1
RHY0079,-0.14242870732327534,-0.2352340499235308,0.5361111111111111,0.5361111111111111,-0.2243143852981939,0.1841275366306849,0,1
YJV0699,-0.18683250590498668,-0.2528434032351179,0.20277777777777778,0.20277777777777778,-0.6597826716564935,0.07671540366994038,0,1
RHP0484,-0.17794557324200028,-0.20702156819965878,0.4888888888888889,0.4888888888888889,-0.3579956761684655,0.15115385510406482,0,1
NMG0766,-0.1564986345867544,-0.23505650054093907,0.47500000000000003,0.47500000000000003,-0.3330836039887388,0.15729863967993812,0,1
AKW0167,-0.18915450714679277,-0.24896273886529396,0.21944444444444444,0.21944444444444444,-0.658189974446602,0.07710825662808742,0,1
HJB0742,-0.08029237097025699,-0.2682073988407685,0.46111111111111114,0.46111111111111114,0.09269802757463547,0.2623214729250169,1,1
CQW0652,-0.04843138760797894,-0.1506750116094404,0.8694444444444445,0.8694444444444445,0.9374448382227057,0.47068580067502563,1,1
WXH0872,-0.12999879395400082,-0.23743306625132354,0.5555555555555556,0.5555555555555556,-0.13858615183364253,0.2052731692745456,0,1
NRO0768,-0.16493624774024435,-0.22573039755653457,0.48055555555555557,0.48055555555555557,-0.3515278526323269,0.15274920140916576,0,1
JDC0030,-0.03976488730619954,-0.24692020841216744,0.5944444444444444,0.5944444444444444,0.5166144606181047,0.3668842383357795,0,1
CEL0561,-0.14963683188545018,-0.18163043219431496,0.6694444444444445,0.6694444444444445,-0.008495176270434987,0.23736126754007825,0,1
PIS0522,-0.08836434990778996,-0.16820034388981697,0.8055555555555556,0.8055555555555556,0.5372515118266061,0.3719745508976026,0,1
HCV0478,-0.14061500259813703,-0.09021104438608063,0.8,0.8,0.5257216622608949,0.3691306107683998,0,1
CCW0031,-0.18096277431017177,-0.2074661065970702,0.4722222222222222,0.4722222222222222,-0.3837694521173393,0.14479652361553697,0,1
VSS0154,-0.05709802267011144,-0.20174933416748142,0.7638888888888888,0.7638888888888888,0.610721976092944,0.3900966955489593,1,1
NCK0421,-0.18360368858780235,-0.24578754156649785,0.28055555555555556,0.28055555555555556,-0.5988111905160804,0.09175456276424708,0,1
QCH0110,-0.19941848102082627,-0.23401061760019148,0.25833333333333336,0.25833333333333336,-0.6623216281144676,0.07608914743684912,0,1
DTP0379,-0.1447170791210166,-0.17386782070545115,0.7027777777777777,0.7027777777777777,0.0692428585995579,0.25653604650593925,0,1
ESH0283,-0.12602327419646447,-0.25183905012711827,0.4722222222222222,0.4722222222222222,-0.180699503902239,0.19488553574641115,0,1
SSH0799,-0.09306547132669107,-0.09652888277235716,0.8555555555555556,0.8555555555555556,0.8642946657155652,0.4526426588399541,0,1
CJP0952,-0.18212376404682323,-0.24241052627805915,0.3138888888888889,0.3138888888888889,-0.57013950638457,0.09882668912710312,0,1
MVH0373,0.03130855967732682,-0.24563038816056704,0.625,0.625,1.0771521638017536,0.5051458573560297,0,1
CBG0490,-0.14203521341118347,-0.10278936652619186,0.7777777777777778,0.7777777777777778,0.4508246877734449,0.35065660466044585,0,1
IMP0530,-0.14438453115297378,-0.17815875969189898,0.7,0.7,0.05006118722080599,0.2518047163469192,0,1
THD0448,-0.20927224978119519,-0.2528810890649297,0.09444444444444444,0.09444444444444444,-0.8348838678999209,0.03352513342139837,0,1
MCF0600,0.004793746027280998,-0.03718333426460663,0.9444444444444444,0.9444444444444444,1.9282137230263712,0.7150677741084204,1,1
EFS0882,-0.18202885084283155,-0.22473480495409914,0.3861111111111111,0.3861111111111111,-0.47970672828849803,0.12113273962298822,0,1
IBM0671,-0.13666340516745606,-0.20503782654507408,0.6722222222222223,0.6722222222222223,-0.02614937870300634,0.23300670120676087,0,1
SLP0762,-0.1676439592805274,-0.24121333297570446,0.41388888888888886,0.41388888888888886,-0.4511994972596771,0.12816430216274793,0,1
SSR0278,-0.16957513911587424,-0.22367561934091462,0.48333333333333334,0.48333333333333334,-0.3772597072606963,0.14640221018786972,0,1
TSB0437,-0.19204209779555997,-0.26985213887113046,0.09444444444444444,0.09444444444444444,-0.7866980583381227,0.04541059269733386,0,1
ILC0838,-0.20019131872265306,-0.26707382008542757,0.075,0.075,-0.8361202006813798,0.0332201809248197,0,1
CEB0210,-0.1901712535674599,-0.25241935136797333,0.18611111111111112,0.18611111111111112,-0.6836552518020924,0.0708270190664166,0,1
GAF0060,-0.1703698748884575,-0.22363117596196092,0.48333333333333334,0.48333333333333334,-0.38322887331036637,0.14492986219496815,0,1
MAW0166,-0.17395690890864274,-0.1944235387462403,0.5472222222222223,0.5472222222222223,-0.2629785017191375,0.1745906878085894,0,1
RHC0335,-0.19012061528494328,-0.2402314021584202,0.2722222222222222,0.2722222222222222,-0.6214145093205863,0.08617925277993735,0,1
BCR0581,-0.11817350111593,-0.19276135018735152,0.7305555555555556,0.7305555555555556,0.18026821775720198,0.2839214406056674,0,1
TVS0006,-0.12138499548253212,-0.11794145099393827,0.8055555555555556,0.8055555555555556,0.5348988005350459,0.37139423369429797,0,1
MKS0204,-0.1994211757190701,-0.22421626001159134,0.2833333333333333,0.2833333333333333,-0.6126425417527036,0.08834293674096294,0,1
MBG0438,-0.19717054691917013,-0.25867410623857323,0.12222222222222222,0.12222222222222222,-0.7699511726991188,0.04954136125910005,0,1
YWW0660,-0.1713166340951911,-0.2150584567596463,0.5027777777777778,0.5027777777777778,-0.34710747224980926,0.1538395276171996,0,1
SSJ0784,-0.019843702097035454,-0.21547829680367037,0.7472222222222222,0.7472222222222222,0.831440700431641,0.44453893556569246,0,1
BDI0533,-0.022196984444559975,-0.035232370835341476,0.9416666666666667,0.9416666666666667,1.727730297114602,0.6656167507502182,0,1
FTM0406,-0.08507494909936342,-0.23883918149237005,0.6055555555555555,0.6055555555555555,0.20444439177506718,0.28988470934288235,1,1
CKB0427,-0.18536601030551958,-0.22263395849082235,0.3833333333333333,0.3833333333333333,-0.49505827053427864,0.11734614494201635,0,1
WTR0563,-0.1508550996291076,-0.19553784363919902,0.6361111111111111,0.6361111111111111,-0.08856235189555844,0.21761198525374226,0,1
DDM0579,-0.17935405404870403,-0.2281051874255462,0.39722222222222225,0.39722222222222225,-0.4759601536549044,0.12205686563927359,0,1
SVL0803,-0.19327578842950321,-0.23176265875013202,0.2833333333333333,0.2833333333333333,-0.603034534004607,0.09071283746176372,0,1
AMJ0297,-0.11831616759148356,-0.15607161857871787,0.7916666666666667,0.7916666666666667,0.365333067250469,0.3295693347069047,0,1
RHO0732,-0.07865259711977213,-0.10266817574219966,0.875,0.875,0.9454850063598548,0.4726689797859463,0,1
TJD0996,-0.19238117023851115,-0.24441251401458297,0.2222222222222222,0.2222222222222222,-0.660251209811002,0.07659983455933965,0,1
VAA0087,-0.13693656614020117,-0.19158531471904006,0.7138888888888889,0.7138888888888889,0.039984306906532444,0.24931916402989998,0,1
RGN0408,-0.17176531052896177,-0.2654341148878755,0.26944444444444443,0.26944444444444443,-0.606228943169003,0.08992490797838727,0,1
UBF0645,-0.20442823179898711,-0.2658458850997203,0.058333333333333334,0.058333333333333334,-0.8629144746111566,0.026611134516411974,0,1
BJW0619,-0.14958259318069383,-0.1023080744367253,0.7527777777777778,0.7527777777777778,0.39443774798588926,0.33674826354022225,0,1
SOB0360,0.037697495015534654,-0.2524305389254087,0.5722222222222222,0.5722222222222222,1.0924452739395214,0.5089180392369157,0,1
HSB0196,-0.05216455283227006,-0.17140037733599756,0.8361111111111111,0.8361111111111111,0.8031781647821528,0.4375677293215417,0,1
PLH0862,-0.20502276697197225,-0.2698915601439067,0.030555555555555555,0.030555555555555555,-0.8880778778295223,0.020404356900436415,0,1
SBQ0786,-0.16322492780394787,-0.17938611689363038,0.625,0.625,-0.10302117485712606,0.21404558773857185,0,1
ZJS0269,-0.20116030018342618,-0.250847120313485,0.14166666666666666,0.14166666666666666,-0.7613329660019348,0.05166711873132032,0,1
BLL0929,-0.1171013246091816,-0.1030970297669902,0.8222222222222222,0.8222222222222222,0.6436144471453186,0.3982099166141051,0,1
EMB0531,-0.17342555812239746,-0.19262394155220863,0.5583333333333333,0.5583333333333333,-0.2497050049978674,0.1778647140450396,0,1
HJS0072,-0.11276218487869966,-0.053053886386223326,0.8583333333333334,0.8583333333333334,0.9313734210966945,0.4691882315430621,0,1
SED0886,-0.14873478653753974,-0.2264988803263468,0.5361111111111111,0.5361111111111111,-0.22914267987321102,0.18293659475245438,0,1
CIM0926,-0.19812654921749878,-0.25841049417466366,0.12222222222222223,0.12222222222222223,-0.7760652143040287,0.04803327841962145,0,1
LDG0459,-0.06414878764216736,0.0028899236174158016,0.9166666666666666,0.9166666666666666,1.5941768694972667,0.6326746078342281,0,1
RAB0589,-0.05209296947933184,-0.2740784111886294,0.4638888888888889,0.4638888888888889,0.28271088474649103,0.30918983720815413,1,1
HWY0038,0.03786149475983358,-0.24508366767622713,0.6333333333333333,0.6333333333333333,1.131004259913783,0.5184289566975987,0,1
TLH0648,-0.20398254358650209,-0.2566407126529493,0.09722222222222222,0.09722222222222222,-0.8127301372592775,0.03898954847914936,0,1
BTS0011,-0.19133555214479864,-0.22113471828687792,0.33888888888888885,0.33888888888888885,-0.5339810802371756,0.10774548711690572,0,1
DOL0332,-0.19474251980164875,-0.2640575466523165,0.11666666666666667,0.11666666666666667,-0.778343061004453,0.047471427234782565,0,1
JPW0741,-0.20144357319531297,-0.2518519517509583,0.12777777777777777,0.12777777777777777,-0.7686398560359048,0.0498648091982386,0,1
BCB0679,-0.15224482997997518,-0.21197855765287477,0.5805555555555555,0.5805555555555555,-0.1828209063760402,0.19436227292402575,0,1
HCM0267,-0.19142196983208143,-0.24757533689356337,0.20833333333333331,0.20833333333333331,-0.6688238777512416,0.07448530962728135,0,1
EHB0824,-0.08485215652491485,-0.2471478747816287,0.5611111111111111,0.5611111111111111,0.16401968609034528,0.2799135954915888,1,1
IMB0481,-0.13866156511359445,-0.11799875570780816,0.775,0.775,0.399943190648524,0.33810623002782114,0,1
SGB0140,-0.08969643389241244,-0.03939213503090078,0.8805555555555555,0.8805555555555555,1.1804875291844927,0.5306344459714252,0,1
JGT0221,0.10239961012931598,-0.11373379503056791,0.9305555555555556,0.9305555555555556,2.300572786819832,0.8069134550047171,1,1
FHS0837,-0.17411845426592404,-0.20051312959513967,0.5166666666666666,0.5166666666666666,-0.295138463973965,0.16665814656519373,0,1
HCL0651,-0.17674197656936802,-0.26080319649441486,0.25,0.25,-0.6215213721643273,0.08615289410735416,0,1
TDG0962,-0.14491772859083746,-0.11477074753327487,0.7527777777777778,0.7527777777777778,0.36755865542022775,0.33011829585951846,0,1
UAD0771,-0.151464876717808,-0.17374223894698182,0.6722222222222223,0.6722222222222223,0.017283380470690737,0.24371977825361307,0,1
CCH0685,-0.14613986941873236,-0.22628196399667733,0.5444444444444444,0.5444444444444444,-0.20781549597750876,0.1881971346908291,0,1
RVC0232,-0.16301321645653694,-0.21415619668706798,0.5416666666666667,0.5416666666666667,-0.27780684044112425,0.17093314593863448,0,1
SIJ0661,-0.1451779766600343,-0.12826647791228352,0.7388888888888889,0.7388888888888889,0.29704792618978565,0.312726196226739,0,1
IIL0513,-0.0853364737454827,-0.1280794856497227,0.8444444444444444,0.8444444444444444,0.7644404033475781,0.4280127153006387,0,1
DMK0257,-0.16347296865078403,-0.19263950600360458,0.6027777777777777,0.6027777777777777,-0.1722070263546067,0.1969802810036166,0,1
KKW0879,-0.15547244619787454,-0.25059157222462625,0.39444444444444443,0.39444444444444443,-0.4039153611495199,0.13982735564770202,0,1
EZH0736,-0.20345021862388324,-0.2653264695439217,0.07222222222222222,0.07222222222222222,-0.8526555023404403,0.029141601436972295,0,1
PMV0850,-0.10868802386006404,-0.06866774756199345,0.8611111111111112,0.8611111111111112,0.8838997396576265,0.45747842501383623,0,1
AKH0758,-0.18403621759280842,-0.16383327098758826,0.5333333333333333,0.5333333333333333,-0.18631717892744082,0.19349988614656694,0,1
FFC0891,-0.029100218998286187,0.20900347888741422,0.9611111111111111,0.9611111111111111,2.9132624774923395,0.9580388264262416,0,1
JXH0493,-0.188398133931512,-0.24441122170628948,0.2638888888888889,0.2638888888888889,-0.6291982755270474,0.08425931748982568,0,1
RDM0150,-0.183087913362312,-0.2482869736389336,0.2638888888888889,0.2638888888888889,-0.6074739194615606,0.0896178234827803,0,1
MSO0222,0.0929733641190077,-0.10137284038655614,0.9416666666666667,0.9416666666666667,2.2898224184859157,0.8042617808667077,1,1
ZDW0859,-0.19186316607698228,-0.2475759785176722,0.20277777777777778,0.20277777777777778,-0.6722661041916198,0.07363625380467048,0,1
MES0407,-0.16279121296503718,-0.2206398385588424,0.5222222222222223,0.5222222222222223,-0.3089767299179965,0.16324481496771553,0,1
KAC0124,-0.180977894263113,-0.24379963874009625,0.325,0.325,-0.5682567075922147,0.09929109822544191,0,1
SJC0333,-0.18592186279631961,-0.1602979475334032,0.5222222222222223,0.5222222222222223,-0.183075622753086,0.19429944486004128,0,1
BVN0514,-0.1557533964366128,-0.22325467442406888,0.5277777777777778,0.5277777777777778,-0.26738802552746654,0.17350303947131393,0,1
NJC0705,-0.2105704897192231,-0.2776719325957412,0.008333333333333333,0.008333333333333333,-0.9708008448608494,0.0,0,1
DEB0782,-0.16545883935301908,-0.21267850934327326,0.5333333333333333,0.5333333333333333,-0.28937129992926647,0.16808066896368107,0,1
NJB0243,-0.18017458646417306,-0.20864888960354255,0.46944444444444444,0.46944444444444444,-0.38362766926857167,0.1448314956185059,0,1
ASV0946,-0.15342710584509373,-0.19823043719257738,0.6111111111111112,0.6111111111111112,-0.12227342932297774,0.20929684763220582,0,1
LDD0560,-0.08330290930971407,0.003919886163989306,0.8888888888888888,0.8888888888888888,1.3565415451426472,0.5139494610727285,0,2
BAK0964,-0.18759941541792058,-0.25792738414839844,0.13055555555555556,0.13055555555555556,-0.7576500774678228,0.0639500562111705,0,2
LBC0356,0.0695739355228242,-0.24527129505218703,0.6083333333333333,0.6083333333333333,1.179210966954694,0.4762051744172906,0,2
AOK0844,0.011041486924509902,-0.14732574624933825,0.8805555555555555,0.8805555555555555,1.2602366436479546,0.4934512489455076,0,2
ADF0397,-0.14154741386152997,-0.10528600661990883,0.7638888888888888,0.7638888888888888,0.3674918470441101,0.3034331716489255,0,2
XBN0229,-0.1784313063625143,-0.25063739966883203,0.24444444444444446,0.24444444444444446,-0.6532057516011562,0.08618072063085734,0,2
JCW0858,-0.1297697688317665,-0.056319352805431766,0.8027777777777778,0.8027777777777778,0.7066341483495172,0.3756186027700528,0,2
RMW0542,-0.024399930158360394,-0.07148919393711095,0.9027777777777778,0.9027777777777778,1.3948559249952677,0.5221045629787848,1,2
AMR0400,-0.154632859541935,-0.24292175120653536,0.41388888888888886,0.41388888888888886,-0.4400986947919461,0.13153992445625798,0,2
CKP0721,-0.19789143404500542,-0.24792721310025145,0.14444444444444443,0.14444444444444443,-0.7807826095916021,0.059026365483558774,0,2
MMG0943,-0.1455167343069655,-0.24233939117858116,0.4472222222222222,0.4472222222222222,-0.37074983586493737,0.14630062301888386,0,2
TCD0009,-0.16292058270073967,-0.19333479340203485,0.5416666666666666,0.5416666666666666,-0.2437541400184641,0.17333127953067615,0,2
SCF0608,-0.15531301516513313,-0.187207552547779,0.6,0.6,-0.15668340800945998,0.19186402612085177,0,2
MBR0724,-0.1897994374236096,-0.2587375890165725,0.11388888888888889,0.11388888888888889,-0.7778522719868681,0.05965007913565693,0,2
EGK0893,-0.12442193746045926,-0.14737767228043142,0.7777777777777777,0.7777777777777777,0.2742503680346169,0.28358699989516767,0,2
HRW0550,-0.20977117508284365,-0.2731493246285376,0.019444444444444445,0.019444444444444445,-0.9977712588769043,0.012840976233206066,0,2
MSG0839,-0.1892786363111968,-0.2638561282486467,0.10555555555555556,0.10555555555555556,-0.8005550354542513,0.05481786338956444,0,2
PDW0259,-0.12834653901438214,-0.19950738314942917,0.6333333333333333,0.6333333333333333,-0.0241195169063759,0.22007985644793615,0,2
BTR0403,-0.1036266308967222,-0.1500276463043424,0.8,0.8,0.41185447867091857,0.3128756259736225,0,2
ORG0339,-0.09096535414120704,0.016290524303917975,0.8861111111111111,0.8861111111111111,1.3648124745734995,0.5157099038262287,0,2
TPH0474,-0.18041595269662042,-0.23810562996989826,0.28888888888888886,0.28888888888888886,-0.6027855889426033,0.09691250243659394,0,2
CYA0506,-0.15071237716617625,-0.23663490824438038,0.45833333333333337,0.45833333333333337,-0.3790314597687517,0.14453790397859073,0,2
ECF0828,-0.16906093935651334,-0.18327669227256793,0.5361111111111111,0.5361111111111111,-0.2363767214426652,0.17490154115361503,0,2
RCP0785,-0.19413617362521202,-0.23687138071268787,0.20277777777777778,0.20277777777777778,-0.6962343858441852,0.07702220368551979,0,2
QPM0727,-0.19093426001317915,-0.24878955992557494,0.1527777777777778,0.1527777777777778,-0.7346211318133526,0.0688516988665818,0,2
DAL0673,-0.1444320286444598,-0.16710045308042765,0.6916666666666667,0.6916666666666667,0.026563486229817315,0.23086758306834648,0,2
CFG0959,-0.12363298455368249,-0.11920036937933154,0.8,0.8,0.42583085650524005,0.31585045646689597,0,2
HAC0282,-0.1824431096134514,-0.19876783996632308,0.4027777777777778,0.4027777777777778,-0.41393265117649763,0.13710928909123593,0,2
SNS0129,-0.15731549479190654,-0.2230493094436785,0.4805555555555555,0.4805555555555555,-0.35676382472842344,0.14927750393190503,0,2
IJW0851,-0.11599814981270395,-0.16063674999202626,0.7694444444444444,0.7694444444444444,0.2669210810024414,0.28202698292827316,0,2
DLM0051,-0.07002465099861122,-0.09427359226280885,0.875,0.875,0.9449345399416493,0.42634013304569013,0,2
HWW0436,-0.15956830415396556,-0.22557995562669286,0.4666666666666667,0.4666666666666667,-0.3862547620755803,0.14300044554556823,0,2
